,h3_05,geometry,tamkeen_number_of_sites,tamkeen_distance_to_nearest_site_m
1339,85525ea7fffffff,"POLYGON ((50.051646994932526 15.55082083455912, 50.029549892863876 15.468481788921808, 50.08668925214672 15.415667417861627, 50.16584726227822 15.445100959856509, 50.188001898254115 15.52732593282798, 50.130941155138885 15.58023139346213, 50.051646994932526 15.55082083455912))",0.0,63594.06319399462
1340,85525eabfffffff,"POLYGON ((49.81346127021798 15.462255832583544, 49.79149326937866 15.379800312208097, 49.848912168988534 15.32703555642221, 49.928221450584566 15.356634645961298, 49.950247911379016 15.438976594972491, 49.89290679596651 15.49183298465432, 49.81346127021798 15.462255832583544))",0.0,50441.691117774666
1341,85525eaffffffff,"POLYGON ((49.950247911379016 15.438976594972491, 49.928221450584566 15.356634645961298, 49.985438960928285 15.303911690572537, 50.064604945771194 15.333439226432324, 50.08668925214672 15.415667417861627, 50.029549892863876 15.468481788921808, 49.950247911379016 15.438976594972491))",0.0,60115.805827295044
1342,85525eb3fffffff,"POLYGON ((49.879531973740484 15.709838659769092, 49.85748057622832 15.627275361727879, 49.91494574903155 15.574285919423378, 49.99438413204813 15.603768533303807, 50.01649398386695 15.68621781411213, 49.95910716467176 15.739298456220407, 49.879531973740484 15.709838659769092))",0.0,60593.32383821003
1343,85525eb7fffffff,"POLYGON ((50.01649398386695 15.68621781411213, 49.99438413204813 15.603768533303807, 50.051646994932526 15.55082083455912, 50.130941155138885 15.58023139346213, 50.15310884329859 15.662566471339757, 50.09592470063171 15.715605150254376, 50.01649398386695 15.68621781411213))",0.0,63864.10554282053
1344,85525ebbfffffff,"POLYGON ((49.77789840156479 15.597720382968335, 49.75591821473413 15.515153747459639, 49.81346127021798 15.462255832583544, 49.89290679596651 15.49183298465432, 49.91494574903155 15.574285919423378, 49.85748057622832 15.627275361727879, 49.77789840156479 15.597720382968335))",0.0,46382.69402039288
1345,85525ec3fffffff,"POLYGON ((49.262867012847664 15.555057328837623, 49.24113903706697 15.472149482915471, 49.29936519561434 15.419222495631365, 49.37924324306181 15.449110821942538, 49.401032156958735 15.53190589031804, 49.34288225286175 15.58492537260458, 49.262867012847664 15.555057328837623))",0.0,11695.309501783195
1346,85525ec7fffffff,"POLYGON ((49.401032156958735 15.53190589031804, 49.37924324306181 15.449110821942538, 49.43726734679408 15.396223637566743, 49.517003885160484 15.42603920171284, 49.538853114601054 15.508721286681267, 49.480905657158644 15.56170075261628, 49.401032156958735 15.53190589031804))",3.0,3916.7979913768186
1347,85525ecbfffffff,"POLYGON ((49.16111995160787 15.442188092829532, 49.13946420883723 15.359280044361958, 49.19776614016928 15.306445867459, 49.27764820882204 15.336426892256354, 49.29936519561434 15.419222495631365, 49.24113903706697 15.472149482915471, 49.16111995160787 15.442188092829532))",0.0,25139.928404457958
1348,85525ecffffffff,"POLYGON ((49.29936519561434 15.419222495631365, 49.27764820882204 15.336426892256354, 49.33574848034149 15.28363230619637, 49.41548973766772 15.313540687836374, 49.43726734679408 15.396223637566743, 49.37924324306181 15.449110821942538, 49.29936519561434 15.419222495631365))",0.0,15222.987867556612
1349,85525ed3fffffff,"POLYGON ((49.22625341667214 15.691135771272613, 49.20451450861991 15.608116315023812, 49.262867012847664 15.555057328837623, 49.34288225286175 15.58492537260458, 49.36468241675298 15.667831930910898, 49.30640625313292 15.720983306109504, 49.22625341667214 15.691135771272613))",0.0,23824.142689364653
1350,85525ed7fffffff,"POLYGON ((49.36468241675298 15.667831930910898, 49.34288225286175 15.58492537260458, 49.401032156958735 15.53190589031804, 49.480905657158644 15.56170075261628, 49.50276645145375 15.64449420483247, 49.44469328294395 15.697605862582298, 49.36468241675298 15.667831930910898))",0.0,15391.57226144027
1351,85525edbfffffff,"POLYGON ((49.12435800421353 15.578174784465242, 49.10269159108521 15.495154371846832, 49.16111995160787 15.442188092829532, 49.24113903706697 15.472149482915471, 49.262867012847664 15.555057328837623, 49.20451450861991 15.608116315023812, 49.12435800421353 15.578174784465242))",0.0,27317.108078242116
1352,85526a0bfffffff,"POLYGON ((52.336625897185876 18.36672751426172, 52.31288484869608 18.28456193994412, 52.368341280832524 18.22948311523845, 52.4474495123068 18.256487619314427, 52.471241031094465 18.338532833814757, 52.41587401722798 18.393693841695935, 52.336625897185876 18.36672751426172))",0.0,317835.36385999265
1353,85526a43fffffff,"POLYGON ((52.098522693034724 18.28545857237391, 52.07490261751092 18.203144423767206, 52.130658224743335 18.14810164438724, 52.209945401799075 18.17529011007773, 52.233616929956 18.25748424074641, 52.177949998291005 18.312609862923836, 52.098522693034724 18.28545857237391))",0.0,306711.3087932704
1354,85526a47fffffff,"POLYGON ((52.233616929956 18.25748424074641, 52.209945401799075 18.17529011007773, 52.2654908021257 18.120293885717206, 52.34461893149371 18.147409130089383, 52.368341280832524 18.22948311523845, 52.31288484869608 18.28456193994412, 52.233616929956 18.25748424074641))",0.0,304104.69140837033
1355,85526a4bfffffff,"POLYGON ((51.99545669965666 18.17588234383823, 51.97190658129609 18.093540883945593, 52.027750409205986 18.03858136036345, 52.10705630460702 18.065879980919053, 52.130658224743335 18.14810164438724, 52.07490261751092 18.203144423767206, 51.99545669965666 18.17588234383823))",0.0,293876.1066608284
1356,85526a4ffffffff,"POLYGON ((52.130658224743335 18.14810164438724, 52.10705630460702 18.065879980919053, 52.16269022194558 18.010966770703313, 52.24183771143325 18.038192148997137, 52.2654908021257 18.120293885717206, 52.209945401799075 18.17529011007773, 52.130658224743335 18.14810164438724))",0.0,290732.3677270008
1357,85526a53fffffff,"POLYGON ((52.06628314435407 18.423036381527236, 52.0426449343708 18.34063046681032, 52.098522693034724 18.28545857237391, 52.177949998291005 18.312609862923836, 52.20163994482452 18.3948956722162, 52.145851020265624 18.45015023572693, 52.06628314435407 18.423036381527236))",0.0,322777.9145135594
1358,85526a57fffffff,"POLYGON ((52.20163994482452 18.3948956722162, 52.177949998291005 18.312609862923836, 52.233616929956 18.25748424074641, 52.31288484869608 18.28456193994412, 52.336625897185876 18.36672751426172, 52.28104809489855 18.421935562843238, 52.20163994482452 18.3948956722162))",0.0,319949.1017204085
1359,85526a5bfffffff,"POLYGON ((51.96305855296654 18.313405187852062, 51.93949056442894 18.230971153609467, 51.99545669965666 18.17588234383823, 52.07490261751092 18.203144423767206, 52.098522693034724 18.28545857237391, 52.0426449343708 18.34063046681032, 51.96305855296654 18.313405187852062))",0.0,310057.12932240125
1360,85526a63fffffff,"POLYGON ((52.399954452696385 18.092459979868355, 52.376250819774654 18.010478295524987, 52.43146588693659 17.95565926218527, 52.510295663748266 17.982739321564676, 52.53404921348903 18.064600832559904, 52.47892323703814 18.119502395025147, 52.399954452696385 18.092459979868355))",0.0,286799.0717414041
1361,85526a6bfffffff,"POLYGON ((52.29726203964454 17.983325770687006, 52.27362740500001 17.90131713630409, 52.32893111800054 17.84658104405204, 52.40778098720729 17.873770583371442, 52.43146588693659 17.95565926218527, 52.376250819774654 18.010478295524987, 52.29726203964454 17.983325770687006))",0.0,272753.5646545509
1362,85526a6ffffffff,"POLYGON ((52.43146588693659 17.95565926218527, 52.40778098720729 17.873770583371442, 52.462876054911504 17.8190821011224, 52.541567261970954 17.846199536605628, 52.56530180447142 17.927968140790803, 52.510295663748266 17.982739321564676, 52.43146588693659 17.95565926218527))",0.0,271496.67721955327
1363,85526a73fffffff,"POLYGON ((52.368341280832524 18.22948311523845, 52.34461893149371 18.147409130089383, 52.399954452696385 18.092459979868355, 52.47892323703814 18.119502395025147, 52.50269577903369 18.201456111755462, 52.4474495123068 18.256487619314427, 52.368341280832524 18.22948311523845))",0.0,302250.4647597998
1364,85526a7bfffffff,"POLYGON ((52.2654908021257 18.120293885717206, 52.24183771143325 18.038192148997137, 52.29726203964454 17.983325770687006, 52.376250819774654 18.010478295524987, 52.399954452696385 18.092459979868355, 52.34461893149371 18.147409130089383, 52.2654908021257 18.120293885717206))",0.0,288369.0047465876
1365,85526ac3fffffff,"POLYGON ((52.1373747081986 18.67037703436787, 52.113647984222744 18.58791004148189, 52.16955936557755 18.532527001394804, 52.24910819078344 18.559528821404434, 52.272886583785066 18.641875411558924, 52.217064654178486 18.697340523100067, 52.1373747081986 18.67037703436787))",0.0,351927.98069320276
1366,85526acbfffffff,"POLYGON ((52.03393909337077 18.56083388347739, 52.01028277038029 18.478336928624408, 52.06628314435407 18.423036381527236, 52.145851020265624 18.45015023572693, 52.16955936557755 18.532527001394804, 52.113647984222744 18.58791004148189, 52.03393909337077 18.56083388347739))",0.0,338925.63241209637
1367,85526acffffffff,"POLYGON ((52.16955936557755 18.532527001394804, 52.145851020265624 18.45015023572693, 52.20163994482452 18.3948956722162, 52.28104809489855 18.421935562843238, 52.30480782477675 18.504192007791577, 52.24910819078344 18.559528821404434, 52.16955936557755 18.532527001394804))",0.0,335892.79678378487
1368,85526ad3fffffff,"POLYGON ((52.105085485788315 18.808444562031156, 52.081340403785234 18.725888077978322, 52.1373747081986 18.67037703436787, 52.217064654178486 18.697340523100067, 52.2408616915303 18.779776526164017, 52.18491700003666 18.83536946024985, 52.105085485788315 18.808444562031156))",0.0,368048.1649781281
1369,85526adbfffffff,"POLYGON ((52.00149005186918 18.698849874612176, 51.97781563785406 18.616262612528665, 52.03393909337077 18.56083388347739, 52.113647984222744 18.58791004148189, 52.1373747081986 18.67037703436787, 52.081340403785234 18.725888077978322, 52.00149005186918 18.698849874612176))",0.0,355149.0649405135
1370,85526e4ffffffff,"POLYGON ((51.9035080583966 19.11419651824371, 51.879779508598055 19.031342800974933, 51.93627502990193 18.975532433738046, 52.01640964971162 19.00249395829255, 52.04019138373931 19.08522718903175, 51.98378548875359 19.14111932161622, 51.9035080583966 19.11419651824371))",0.0,404232.34819177387
1371,85526e6bfffffff,"POLYGON ((52.07269120854403 18.94672836008519, 52.04892778967883 18.864083127794522, 52.105085485788315 18.808444562031156, 52.18491700003666 18.83536946024985, 52.20873266245124 18.917894137070558, 52.15266474041603 18.97361441001576, 52.07269120854403 18.94672836008519))",0.0,384247.91074208415
1372,85527127fffffff,"POLYGON ((49.991460922006105 18.841204097316044, 49.96867682561378 18.757015464118687, 50.02775144739558 18.701216282145197, 50.109526736780026 18.729519465805485, 50.13237242226726 18.81359052737568, 50.07338141100008 18.869475930246804, 49.991460922006105 18.841204097316044))",0.0,358487.02759062
1373,8552712bfffffff,"POLYGON ((49.745377378953435 18.756004934010257, 49.72273131581389 18.671674720072495, 49.782103705722406 18.6159252724529, 49.86403965027527 18.644419144577228, 49.886748321828534 18.728632262227325, 49.82745862258124 18.784468559230174, 49.745377378953435 18.756004934010257))",0.0,339380.4869126657
1374,8552712ffffffff,"POLYGON ((49.886748321828534 18.728632262227325, 49.86403965027527 18.644419144577228, 49.92319736941241 18.588706583817103, 50.00498084426121 18.61712047367197, 50.02775144739558 18.701216282145197, 49.96867682561378 18.757015464118687, 49.886748321828534 18.728632262227325))",0.0,341844.3208846942
1375,8552714ffffffff,"POLYGON ((49.21406555347677 18.72435484247185, 49.19168823622237 18.63965238294812, 49.25178665225321 18.583883923413925, 49.3341816695613 18.612729964340147, 49.35662397661307 18.6973162771069, 49.29660646035738 18.75317265484735, 49.21406555347677 18.72435484247185))",0.0,321255.55755078886
1376,85527163fffffff,"POLYGON ((49.49881669935815 18.67023114110238, 49.47631008533425 18.585761207061733, 49.535979093205526 18.530062961120233, 49.61807314188577 18.55874713586931, 49.64064338230199 18.64310046463477, 49.58105613021361 18.698886180994347, 49.49881669935815 18.67023114110238))",0.0,321706.82560457475
1377,85527167fffffff,"POLYGON ((49.64064338230199 18.64310046463477, 49.61807314188577 18.55874713586931, 49.67752770494625 18.50308493293605, 49.75947051720793 18.531688770125808, 49.782103705722406 18.6159252724529, 49.72273131581389 18.671674720072495, 49.64064338230199 18.64310046463477))",0.0,323118.18644713884
1378,8552716bfffffff,"POLYGON ((49.39406529799524 18.55699629773559, 49.37163489803346 18.472504632958785, 49.4313851399155 18.41689424762304, 49.513484730069585 18.44568762439087, 49.535979093205526 18.530062961120233, 49.47631008533425 18.585761207061733, 49.39406529799524 18.55699629773559))",0.0,305954.0821658288
1379,8552716ffffffff,"POLYGON ((49.535979093205526 18.530062961120233, 49.513484730069585 18.44568762439087, 49.57302094810254 18.39011305764332, 49.65497005599996 18.418826148344124, 49.67752770494625 18.50308493293605, 49.61807314188577 18.55874713586931, 49.535979093205526 18.530062961120233))",0.0,307004.4718137812
1380,85527177fffffff,"POLYGON ((49.60363890574086 18.78333327298738, 49.58105613021361 18.698886180994347, 49.64064338230199 18.64310046463477, 49.72273131581389 18.671674720072495, 49.745377378953435 18.756004934010257, 49.685872403776834 18.811877726775275, 49.60363890574086 18.78333327298738))",0.0,337645.34997643053
1381,8552717bfffffff,"POLYGON ((49.35662397661307 18.6973162771069, 49.3341816695613 18.612729964340147, 49.39406529799524 18.55699629773559, 49.47631008533425 18.585761207061733, 49.49881669935815 18.67023114110238, 49.439014402259325 18.72605250264404, 49.35662397661307 18.6973162771069))",0.0,321082.5014203822
1382,85527223fffffff,"POLYGON ((48.11472656779807 18.258643070179247, 48.09300751154018 18.173389850095536, 48.154353924669984 18.117938239348447, 48.237343196285465 18.14764915002121, 48.259131625193724 18.23278872440973, 48.19786159431535 18.28833100170269, 48.11472656779807 18.258643070179247))",0.0,251773.31392517823
1383,85527227fffffff,"POLYGON ((48.259131625193724 18.23278872440973, 48.237343196285465 18.14764915002121, 48.298476596680416 18.092228700869278, 48.381321750120804 18.12185733662965, 48.4031788664637 18.206882996576034, 48.342122325904924 18.262393901993338, 48.259131625193724 18.23278872440973))",0.0,248109.8090554042
1384,8552722bfffffff,"POLYGON ((48.00987471583607 18.143596290469333, 47.98823404668809 18.0583287878908, 48.04965629701267 18.002968205221485, 48.132643563420594 18.03278406584784, 48.154353924669984 18.117938239348447, 48.09300751154018 18.173389850095536, 48.00987471583607 18.143596290469333))",0.0,239507.42227036072
1385,8552722ffffffff,"POLYGON ((48.154353924669984 18.117938239348447, 48.132643563420594 18.03278406584784, 48.19385328195621 17.977454436073888, 48.276697227236475 18.007188128121754, 48.298476596680416 18.092228700869278, 48.237343196285465 18.14764915002121, 48.154353924669984 18.117938239348447))",0.0,235055.3677390374
1386,85527267fffffff,"POLYGON ((47.90510405906959 18.028430389158974, 47.88354180671766 17.943149754749612, 47.94503934885195 17.887880557567023, 48.02802403530298 17.91780057902007, 48.04965629701267 18.002968205221485, 47.98823404668809 18.0583287878908, 47.90510405906959 18.028430389158974))",0.0,227968.34082698196
1387,8552726ffffffff,"POLYGON ((47.80041520305763 17.91314731189058, 47.77893139547724 17.827854698115953, 47.84050368373163 17.772677239678877, 47.92348521685862 17.80270062690699, 47.94503934885195 17.887880557567023, 47.88354180671766 17.943149754749612, 47.80041520305763 17.91314731189058))",0.0,217271.5667884515
1388,85527303fffffff,"POLYGON ((48.79482172083908 18.269061049771825, 48.772752216170126 18.18428066566902, 48.83316893655867 18.128867714620185, 48.91557656350009 18.158145665726323, 48.93771238477755 18.242811061878534, 48.87737444518485 18.29831345754085, 48.79482172083908 18.269061049771825))",0.0,258840.69120564876
1389,85527307fffffff,"POLYGON ((48.93771238477755 18.242811061878534, 48.91557656350009 18.158145665726323, 48.97578025793523 18.102766628420085, 49.05804072930179 18.131963721934618, 49.08024218856738 18.216513886434168, 49.02011772059333 18.271982150681556, 48.93771238477755 18.242811061878534))",0.0,259882.69445213978
1390,8552730bfffffff,"POLYGON ((48.69019797746423 18.15492147706869, 48.66820553441476 18.07012442996385, 48.72870050456046 18.01480129523412, 48.81110985038165 18.044185354850804, 48.83316893655867 18.128867714620185, 48.772752216170126 18.18428066566902, 48.69019797746423 18.15492147706869))",0.0,243369.17119108042
1391,8552730ffffffff,"POLYGON ((48.83316893655867 18.128867714620185, 48.81110985038165 18.044185354850804, 48.871392243694984 17.988895917641486, 48.95365520613691 18.01819920260611, 48.97578025793523 18.102766628420085, 48.91557656350009 18.158145665726323, 48.83316893655867 18.128867714620185))",0.0,243914.6595756385
1392,85527313fffffff,"POLYGON ((48.75635002756824 18.409474577356622, 48.734270172770024 18.32459694777364, 48.79482172083908 18.269061049771825, 48.87737444518485 18.29831345754085, 48.899520969778905 18.38307604914946, 48.83904828376546 18.438701233800796, 48.75635002756824 18.409474577356622))",0.0,274038.0447866808
1393,85527317fffffff,"POLYGON ((48.899520969778905 18.38307604914946, 48.87737444518485 18.29831345754085, 48.93771238477755 18.242811061878534, 49.02011772059333 18.271982150681556, 49.04233023319557 18.356629458064702, 48.982071604943386 18.41222092264649, 48.899520969778905 18.38307604914946))",0.0,274580.4972015631
1394,8552731bfffffff,"POLYGON ((48.65157060875768 18.295262837056978, 48.62956810135379 18.210367714184894, 48.69019797746423 18.15492147706869, 48.772752216170126 18.18428066566902, 48.79482172083908 18.269061049771825, 48.734270172770024 18.32459694777364, 48.65157060875768 18.295262837056978))",0.0,258796.1266779561
1395,85527323fffffff,"POLYGON ((49.118031536498826 18.07661922082296, 49.09584119454829 17.99216697013198, 49.15569883808114 17.936946785947065, 49.23766742823878 17.966089649342273, 49.259922386951736 18.05042648916232, 49.20014431943356 18.105735836866657, 49.118031536498826 18.07661922082296))",0.0,244623.30678149062
1396,85527327fffffff,"POLYGON ((49.259922386951736 18.05042648916232, 49.23766742823878 17.966089649342273, 49.29731291646878 17.910905010242747, 49.37913353942338 17.939968227099587, 49.4014524436297 18.024189425687858, 49.34188695949018 18.07946300802618, 49.259922386951736 18.05042648916232))",0.0,244777.05220338586
1397,8552732bfffffff,"POLYGON ((49.013725154288025 17.962944083978947, 48.99161093729526 17.878475395817027, 49.05154763565873 17.823344747167045, 49.133519676603406 17.852593212443225, 49.15569883808114 17.936946785947065, 49.09584119454829 17.99216697013198, 49.013725154288025 17.962944083978947))",0.0,229758.24138940847
1398,8552732ffffffff,"POLYGON ((49.15569883808114 17.936946785947065, 49.133519676603406 17.852593212443225, 49.193244651209106 17.797497889985387, 49.275069480760045 17.826666784651984, 49.29731291646878 17.910905010242747, 49.23766742823878 17.966089649342273, 49.15569883808114 17.936946785947065))",0.0,229328.36659358628
1399,85527333fffffff,"POLYGON ((49.08024218856738 18.216513886434168, 49.05804072930179 18.131963721934618, 49.118031536498826 18.07661922082296, 49.20014431943356 18.105735836866657, 49.22241074014567 18.190170531458033, 49.1624995980156 18.245604040476202, 49.08024218856738 18.216513886434168))",0.0,260147.93558006757
1400,85527337fffffff,"POLYGON ((49.22241074014567 18.190170531458033, 49.20014431943356 18.105735836866657, 49.259922386951736 18.05042648916232, 49.34188695949018 18.07946300802618, 49.36421766722786 18.16378199986777, 49.30451969635364 18.21918013511895, 49.22241074014567 18.190170531458033))",0.0,259832.12969664577
1401,8552733bfffffff,"POLYGON ((48.97578025793523 18.102766628420085, 48.95365520613691 18.01819920260611, 49.013725154288025 17.962944083978947, 49.09584119454829 17.99216697013198, 49.118031536498826 18.07661922082296, 49.05804072930179 18.131963721934618, 48.97578025793523 18.102766628420085))",0.0,245510.23856223654
1402,85527343fffffff,"POLYGON ((48.442242232936124 18.066468690769433, 48.42039453738765 17.981541984867558, 48.48117946570068 17.926276176168845, 48.563735013532046 17.9558466416002, 48.58565035495778 18.040659220115703, 48.52494268528548 18.096015426118534, 48.442242232936124 18.066468690769433))",0.0,229379.75131260132
1403,85527347fffffff,"POLYGON ((48.58565035495778 18.040659220115703, 48.563735013532046 17.9558466416002, 48.624307701925495 17.900613690877815, 48.70671819557692 17.93010309912496, 48.72870050456046 18.01480129523412, 48.66820553441476 18.07012442996385, 48.58565035495778 18.040659220115703))",0.0,228220.4432763577
1404,8552734bfffffff,"POLYGON ((48.33769450199905 17.951890091368654, 48.315924267519925 17.866949299779268, 48.3767859191343 17.81177425050979, 48.45934126421588 17.841449199841957, 48.48117946570068 17.926276176168845, 48.42039453738765 17.981541984867558, 48.33769450199905 17.951890091368654))",0.0,215350.88824530973
1405,8552734ffffffff,"POLYGON ((48.48117946570068 17.926276176168845, 48.45934126421588 17.841449199841957, 48.51999113890055 17.786306796769185, 48.60240221054889 17.81590078774108, 48.624307701925495 17.900613690877815, 48.563735013532046 17.9558466416002, 48.48117946570068 17.926276176168845))",0.0,213463.11345441386
1406,85527353fffffff,"POLYGON ((48.4031788664637 18.206882996576034, 48.381321750120804 18.12185733662965, 48.442242232936124 18.066468690769433, 48.52494268528548 18.096015426118534, 48.546867805706924 18.180926908454424, 48.48602465315571 18.236405798756326, 48.4031788664637 18.206882996576034))",0.0,245472.89342794113
1407,85527357fffffff,"POLYGON ((48.546867805706924 18.180926908454424, 48.52494268528548 18.096015426118534, 48.58565035495778 18.040659220115703, 48.66820553441476 18.07012442996385, 48.69019797746423 18.15492147706869, 48.62956810135379 18.210367714184894, 48.546867805706924 18.180926908454424))",0.0,243888.34240573927
1408,8552735bfffffff,"POLYGON ((48.298476596680416 18.092228700869278, 48.276697227236475 18.007188128121754, 48.33769450199905 17.951890091368654, 48.42039453738765 17.981541984867558, 48.442242232936124 18.066468690769433, 48.381321750120804 18.12185733662965, 48.298476596680416 18.092228700869278))",0.0,231666.42990215294
1409,85527363fffffff,"POLYGON ((48.76707875968632 17.874903631170685, 48.745106653621555 17.79030505365796, 48.805333309256575 17.73522980779521, 48.887454160482946 17.76466298301022, 48.90949220798605 17.849146987927273, 48.8493436435209 17.90431235346931, 48.76707875968632 17.874903631170685))",0.0,213326.2660594191
1410,85527367fffffff,"POLYGON ((48.90949220798605 17.849146987927273, 48.887454160482946 17.76466298301022, 48.947469391961086 17.709622237924243, 49.02944431797024 17.738975556386773, 49.05154763565873 17.823344747167045, 48.99161093729526 17.878475395817027, 48.90949220798605 17.849146987927273))",0.0,215062.52393536037
1411,8552736bfffffff,"POLYGON ((48.66284041689647 17.76079165417381, 48.640944845757 17.676179190308783, 48.7012490669367 17.621194426684482, 48.78337147411347 17.650731608836125, 48.805333309256575 17.73522980779521, 48.745106653621555 17.79030505365796, 48.66284041689647 17.76079165417381))",0.0,197633.14201126967
1412,8552736ffffffff,"POLYGON ((48.805333309256575 17.73522980779521, 48.78337147411347 17.650731608836125, 48.84346471648149 17.595781131328177, 48.925441962962125 17.625238548298476, 48.947469391961086 17.709622237924243, 48.887454160482946 17.76466298301022, 48.805333309256575 17.73522980779521))",0.0,198811.80112380488
1413,85527373fffffff,"POLYGON ((48.72870050456046 18.01480129523412, 48.70671819557692 17.93010309912496, 48.76707875968632 17.874903631170685, 48.8493436435209 17.90431235346931, 48.871392243694984 17.988895917641486, 48.81110985038165 18.044185354850804, 48.72870050456046 18.01480129523412))",0.0,228197.66469510068
1414,85527377fffffff,"POLYGON ((48.871392243694984 17.988895917641486, 48.8493436435209 17.90431235346931, 48.90949220798605 17.849146987927273, 48.99161093729526 17.878475395817027, 49.013725154288025 17.962944083978947, 48.95365520613691 18.01819920260611, 48.871392243694984 17.988895917641486))",0.0,229303.77073905288
1415,8552737bfffffff,"POLYGON ((48.624307701925495 17.900613690877815, 48.60240221054889 17.81590078774108, 48.66284041689647 17.76079165417381, 48.745106653621555 17.79030505365796, 48.76707875968632 17.874903631170685, 48.70671819557692 17.93010309912496, 48.624307701925495 17.900613690877815))",0.0,212787.25397643325
1416,85527387fffffff,"POLYGON ((48.96613623965805 18.63751793782054, 48.9439018156423 18.552678687544667, 49.00429510607482 18.49696459445882, 49.08684307604521 18.526001186447182, 49.10914350862986 18.610724813441234, 49.04883014679109 18.666527432797714, 48.96613623965805 18.63751793782054))",0.0,305323.1741090387
1417,8552738bfffffff,"POLYGON ((48.71775328452744 18.550106934985866, 48.69566314882272 18.46513284634737, 48.75635002756824 18.409474577356622, 48.83904828376546 18.438701233800796, 48.861205444669004 18.523560238433426, 48.80059750856927 18.57930763364441, 48.71775328452744 18.550106934985866))",0.0,289471.2766765436
1418,8552738ffffffff,"POLYGON ((48.861205444669004 18.523560238433426, 48.83904828376546 18.438701233800796, 48.899520969778905 18.38307604914946, 48.982071604943386 18.41222092264649, 49.00429510607482 18.49696459445882, 48.9439018156423 18.552678687544667, 48.861205444669004 18.523560238433426))",0.0,289561.37042325095
1419,855273a3fffffff,"POLYGON ((49.14702186292975 18.470321032598548, 49.12473270446408 18.385692936920876, 49.18477741891649 18.330135822856192, 49.2670311944635 18.35911829555744, 49.2893853294899 18.44363057725331, 49.22942089507393 18.4992761600731, 49.14702186292975 18.470321032598548))",0.0,290650.6496873898
1420,855273a7fffffff,"POLYGON ((49.2893853294899 18.44363057725331, 49.2670311944635 18.35911829555744, 49.326862147964064 18.303596157158633, 49.4089667069397 18.332498012321878, 49.4313851399155 18.41689424762304, 49.37163489803346 18.472504632958785, 49.2893853294899 18.44363057725331))",0.0,290417.5247437759
1421,855273abfffffff,"POLYGON ((49.04233023319557 18.356629458064702, 49.02011772059333 18.271982150681556, 49.08024218856738 18.216513886434168, 49.1624995980156 18.245604040476202, 49.18477741891649 18.330135822856192, 49.12473270446408 18.385692936920876, 49.04233023319557 18.356629458064702))",0.0,275871.06299044285
1422,855273affffffff,"POLYGON ((49.18477741891649 18.330135822856192, 49.1624995980156 18.245604040476202, 49.22241074014567 18.190170531458033, 49.30451969635364 18.21918013511895, 49.326862147964064 18.303596157158633, 49.2670311944635 18.35911829555744, 49.18477741891649 18.330135822856192))",0.0,275133.91542652436
1423,855273b3fffffff,"POLYGON ((49.10914350862986 18.610724813441234, 49.08684307604521 18.526001186447182, 49.14702186292975 18.470321032598548, 49.22942089507393 18.4992761600731, 49.25178665225321 18.583883923413925, 49.19168823622237 18.63965238294812, 49.10914350862986 18.610724813441234))",0.0,306356.5319194637
1424,855273b7fffffff,"POLYGON ((49.25178665225321 18.583883923413925, 49.22942089507393 18.4992761600731, 49.2893853294899 18.44363057725331, 49.37163489803346 18.472504632958785, 49.39406529799524 18.55699629773559, 49.3341816695613 18.612729964340147, 49.25178665225321 18.583883923413925))",0.0,305735.5008773976
1425,855273bbfffffff,"POLYGON ((49.00429510607482 18.49696459445882, 48.982071604943386 18.41222092264649, 49.04233023319557 18.356629458064702, 49.12473270446408 18.385692936920876, 49.14702186292975 18.470321032598548, 49.08684307604521 18.526001186447182, 49.00429510607482 18.49696459445882))",0.0,290544.99652481097
1426,855273c3fffffff,"POLYGON ((48.46892480298384 18.46212334492193, 48.446980341235935 18.37701640019925, 48.507959480645454 18.32141540570512, 48.590805324375076 18.350831603078397, 48.612817825554856 18.435824018878733, 48.55191662820129 18.49151473121343, 48.46892480298384 18.46212334492193))",0.0,275798.2853232213
1427,855273c7fffffff,"POLYGON ((48.612817825554856 18.435824018878733, 48.590805324375076 18.350831603078397, 48.65157060875768 18.295262837056978, 48.734270172770024 18.32459694777364, 48.75635002756824 18.409474577356622, 48.69566314882272 18.46513284634737, 48.612817825554856 18.435824018878733))",0.0,274443.13802988495
1428,855273cbfffffff,"POLYGON ((48.36398878888332 18.347517732783295, 48.342122325904924 18.262393901993338, 48.4031788664637 18.206882996576034, 48.48602465315571 18.236405798756326, 48.507959480645454 18.32141540570512, 48.446980341235935 18.37701640019925, 48.36398878888332 18.347517732783295))",0.0,261718.0564828757
1429,855273cffffffff,"POLYGON ((48.507959480645454 18.32141540570512, 48.48602465315571 18.236405798756326, 48.546867805706924 18.180926908454424, 48.62956810135379 18.210367714184894, 48.65157060875768 18.295262837056978, 48.590805324375076 18.350831603078397, 48.507959480645454 18.32141540570512))",0.0,259756.59415755305
1430,8552a997fffffff,"POLYGON ((42.17097763562059 15.136281855936263, 42.15321915358127 15.04923321445888, 42.22031651326088 14.996278721421731, 42.30512450297692 15.030270789080125, 42.3229730895112 15.117224728153044, 42.25592375341535 15.170281321601204, 42.17097763562059 15.136281855936263))",0.0,81208.44083934814
