,h3_05,geometry,tamkeen_number_of_sites,tamkeen_distance_to_nearest_site_m
1719,8552e4c3fffffff,"POLYGON ((45.256315147009914 16.186397508663802, 45.236553085288456 16.100436541367504, 45.30046562286062 16.046619537944835, 45.38407776690136 16.07866566966755, 45.40391884712574 16.164521755912084, 45.340068943004255 16.218436584413944, 45.256315147009914 16.186397508663802))",0.0,56568.8182455138
1720,8552e4c7fffffff,"POLYGON ((45.40391884712574 16.164521755912084, 45.38407776690136 16.07866566966755, 45.44778739874361 16.02487241828934, 45.53127507846816 16.056837584079393, 45.55119451565559 16.142588432985473, 45.48754809415099 16.19647934519532, 45.40391884712574 16.164521755912084))",0.0,55993.97508903378
1721,8552e4cbfffffff,"POLYGON ((45.15281723925319 16.068309166062967, 45.133135462541944 15.982358400247005, 45.19711007022161 15.928639489125477, 45.280704562168566 15.960773245441814, 45.30046562286062 16.046619537944835, 45.236553085288456 16.100436541367504, 45.15281723925319 16.068309166062967))",0.0,44850.00529499491
1722,8552e4cffffffff,"POLYGON ((45.30046562286062 16.046619537944835, 45.280704562168566 15.960773245441814, 45.34447684360753 15.90707792415044, 45.427947713614714 15.939130958024677, 45.44778739874361 16.02487241828934, 45.38407776690136 16.07866566966755, 45.30046562286062 16.046619537944835))",0.0,40497.709441051295
1723,8552e4d3fffffff,"POLYGON ((45.21202480676732 16.32641051881021, 45.192261860362265 16.240335613799726, 45.256315147009914 16.186397508663802, 45.340068943004255 16.218436584413944, 45.3599113042615 16.30440656351559, 45.295920633597504 16.358442385889543, 45.21202480676732 16.32641051881021))",0.0,62008.15742817953
1724,8552e4d7fffffff,"POLYGON ((45.3599113042615 16.30440656351559, 45.340068943004255 16.218436584413944, 45.40391884712574 16.164521755912084, 45.48754809415099 16.19647934519532, 45.5074692060258 16.282344039025023, 45.443682498984344 16.336356420779076, 45.3599113042615 16.30440656351559))",0.0,70904.55334614117
1725,8552e4dbfffffff,"POLYGON ((45.10838428386022 16.208214770511, 45.08870190285749 16.122149284177475, 45.15281723925319 16.068309166062967, 45.236553085288456 16.100436541367504, 45.256315147009914 16.186397508663802, 45.192261860362265 16.240335613799726, 45.10838428386022 16.208214770511))",0.0,45458.580549034166
1726,8552e503fffffff,"POLYGON ((46.6145050426985 15.848934467733825, 46.594060011469736 15.764043907039648, 46.656007903300456 15.71058877458091, 46.738333440589855 15.74192781340055, 46.7588511978857 15.826710565497573, 46.696970866933555 15.880262069836336, 46.6145050426985 15.848934467733825))",0.0,129257.83060717315
1727,8552e507fffffff,"POLYGON ((46.7588511978857 15.826710565497573, 46.738333440589855 15.74192781340055, 46.80007841894767 15.68850238754289, 46.88227325640519 15.719763506601462, 46.90286308952712 15.804438147202843, 46.84118618414291 15.857959761595607, 46.7588511978857 15.826710565497573))",0.0,137419.10753618882
1728,8552e50bfffffff,"POLYGON ((46.511604434072666 15.732626662748256, 46.49123695536837 15.647743499509307, 46.553251871980706 15.594385020972236, 46.63556741719707 15.625813035202093, 46.656007903300456 15.71058877458091, 46.594060011469736 15.764043907039648, 46.511604434072666 15.732626662748256))",0.0,111734.88091092366
1729,8552e50ffffffff,"POLYGON ((46.656007903300456 15.71058877458091, 46.63556741719707 15.625813035202093, 46.697379935265516 15.572484081739589, 46.77956557408796 15.603834377598824, 46.80007841894767 15.68850238754289, 46.738333440589855 15.74192781340055, 46.656007903300456 15.71058877458091))",0.0,120098.00917527848
1730,8552e513fffffff,"POLYGON ((46.572870775668385 15.987519956189901, 46.552421294486145 15.902515267917432, 46.6145050426985 15.848934467733825, 46.696970866933555 15.880262069836336, 46.71749344366849 15.965158874143157, 46.65547727647458 16.018835942910023, 46.572870775668385 15.987519956189901))",0.0,137630.35783058053
1731,8552e517fffffff,"POLYGON ((46.71749344366849 15.965158874143157, 46.696970866933555 15.880262069836336, 46.7588511978857 15.826710565497573, 46.84118618414291 15.857959761595607, 46.861781203409045 15.94274837622794, 46.79996896941668 15.996395965918486, 46.71749344366849 15.965158874143157))",0.0,146818.01720739962
1732,8552e51bfffffff,"POLYGON ((46.46982529752272 15.871108970541103, 46.449453643764464 15.786110909647148, 46.511604434072666 15.732626662748256, 46.594060011469736 15.764043907039648, 46.6145050426985 15.848934467733825, 46.552421294486145 15.902515267917432, 46.46982529752272 15.871108970541103))",0.0,119949.48532299098
1733,8552e523fffffff,"POLYGON ((46.94381531570126 15.66636837507862, 46.923230759557214 15.58180839467333, 46.984638453155455 15.528540244372046, 47.06656232694727 15.559735951009253, 47.08721794812257 15.644187607217274, 47.025878804156996 15.697551861120818, 46.94381531570126 15.66636837507862))",0.0,125688.45311994552
1734,8552e527fffffff,"POLYGON ((47.08721794812257 15.644187607217274, 47.06656232694727 15.559735951009253, 47.12776761320358 15.506499069950019, 47.20955964930249 15.537617907733052, 47.23028569052264 15.62196095050576, 47.169149448922695 15.675293747975392, 47.08721794812257 15.644187607217274))",0.0,126597.81838880583
1735,8552e52bfffffff,"POLYGON ((46.8411756813733 15.55053553501881, 46.8206678409816 15.465982948921516, 46.882143556600084 15.412811185190288, 46.964059263871995 15.444095602105033, 46.984638453155455 15.528540244372046, 46.923230759557214 15.58180839467333, 46.8411756813733 15.55053553501881))",0.0,111131.67238815203
1736,8552e52ffffffff,"POLYGON ((46.984638453155455 15.528540244372046, 46.964059263871995 15.444095602105033, 47.02533307004255 15.390954922188065, 47.10711771851647 15.42216266342189, 47.12776761320358 15.506499069950019, 47.06656232694727 15.559735951009253, 46.984638453155455 15.528540244372046))",0.0,110857.45245374135
1737,8552e533fffffff,"POLYGON ((46.90286308952712 15.804438147202843, 46.88227325640519 15.719763506601462, 46.94381531570126 15.66636837507862, 47.025878804156996 15.697551861120818, 47.04654006407537 15.782118092802179, 46.98506658317501 15.83560922761263, 46.90286308952712 15.804438147202843))",0.0,140938.18181819297
1738,8552e537fffffff,"POLYGON ((47.04654006407537 15.782118092802179, 47.025878804156996 15.697551861120818, 47.08721794812257 15.644187607217274, 47.169149448922695 15.675293747975392, 47.18988148786722 15.759751278761062, 47.12861142106216 15.813211348839594, 47.04654006407537 15.782118092802179))",0.0,131156.63137840727
1739,8552e53bfffffff,"POLYGON ((46.80007841894767 15.68850238754289, 46.77956557408796 15.603834377598824, 46.8411756813733 15.55053553501881, 46.923230759557214 15.58180839467333, 46.94381531570126 15.66636837507862, 46.88227325640519 15.719763506601462, 46.80007841894767 15.68850238754289))",0.0,126528.54969107438
1740,8552e543fffffff,"POLYGON ((46.2640015219128 15.638040606073252, 46.24378553577767 15.553059272455375, 46.30606879359214 15.499768968208224, 46.38850224776832 15.53136287396991, 46.40879216853089 15.616237485810583, 46.34657487503434 15.66962489922455, 46.2640015219128 15.638040606073252))",0.0,84603.54676359192
1741,8552e547fffffff,"POLYGON ((46.40879216853089 15.616237485810583, 46.38850224776832 15.53136287396991, 46.450583653071554 15.478101326892192, 46.532888664694994 15.509617444633747, 46.553251871980706 15.594385020972236, 46.49123695536837 15.647743499509307, 46.40879216853089 15.616237485810583))",0.0,94267.38007300004
1742,8552e54bfffffff,"POLYGON ((46.16122431936242 15.521387303341694, 46.14108617022242 15.436416069645686, 46.20343485354336 15.383223145712387, 46.285856434592986 15.414904061711441, 46.30606879359214 15.499768968208224, 46.24378553577767 15.553059272455375, 46.16122431936242 15.521387303341694))",0.0,66939.17729713666
1743,8552e54ffffffff,"POLYGON ((46.30606879359214 15.499768968208224, 46.285856434592986 15.414904061711441, 46.348003792524324 15.361739719110018, 46.43029773063687 15.393343063958064, 46.450583653071554 15.478101326892192, 46.38850224776832 15.53136287396991, 46.30606879359214 15.499768968208224))",0.0,76889.8299273186
1744,8552e553fffffff,"POLYGON ((46.22180139623877 15.776553432031314, 46.20158188269718 15.691456359799629, 46.2640015219128 15.638040606073252, 46.34657487503434 15.66962489922455, 46.36686869657531 15.754615175254116, 46.30451503227718 15.808127940027536, 46.22180139623877 15.776553432031314))",0.0,94663.48623695273
1745,8552e557fffffff,"POLYGON ((46.36686869657531 15.754615175254116, 46.34657487503434 15.66962489922455, 46.40879216853089 15.616237485810583, 46.49123695536837 15.647743499509307, 46.511604434072666 15.732626662748256, 46.449453643764464 15.786110909647148, 46.36686869657531 15.754615175254116))",0.0,102273.78501816362
1746,8552e55bfffffff,"POLYGON ((46.118880649227584 15.659793508373548, 46.098739246855004 15.574705772217738, 46.16122431936242 15.521387303341694, 46.24378553577767 15.553059272455375, 46.2640015219128 15.638040606073252, 46.20158188269718 15.691456359799629, 46.118880649227584 15.659793508373548))",0.0,77177.43900188021
1747,8552e563fffffff,"POLYGON ((46.594768189186674 15.45638524293706, 46.574409348699874 15.371733934443055, 46.636153960547794 15.318628508799133, 46.718190599048604 15.350077528042933, 46.73862171329376 15.43462157668135, 46.676944088480134 15.487823849137754, 46.594768189186674 15.45638524293706))",0.0,91478.77880781889
1748,8552e567fffffff,"POLYGON ((46.73862171329376 15.43462157668135, 46.718190599048604 15.350077528042933, 46.779733809012136 15.297002429372625, 46.86164081175181 15.328374696384756, 46.882143556600084 15.412811185190288, 46.8206678409816 15.465982948921516, 46.73862171329376 15.43462157668135))",0.0,97575.2620315077
1749,8552e56bfffffff,"POLYGON ((46.49224372826169 15.340207888891335, 46.471961900714895 15.255566651254439, 46.53377296909187 15.202558344603302, 46.615799581264696 15.234094140793156, 46.636153960547794 15.318628508799133, 46.574409348699874 15.371733934443055, 46.49224372826169 15.340207888891335))",0.0,74016.02306466224
1750,8552e56ffffffff,"POLYGON ((46.636153960547794 15.318628508799133, 46.615799581264696 15.234094140793156, 46.67740975785671 15.181115981180529, 46.75930751956784 15.212575233610208, 46.779733809012136 15.297002429372625, 46.718190599048604 15.350077528042933, 46.636153960547794 15.318628508799133))",0.0,81877.61918725427
1751,8552e573fffffff,"POLYGON ((46.553251871980706 15.594385020972236, 46.532888664694994 15.509617444633747, 46.594768189186674 15.45638524293706, 46.676944088480134 15.487823849137754, 46.697379935265516 15.572484081739589, 46.63556741719707 15.625813035202093, 46.553251871980706 15.594385020972236))",0.0,102885.67271986516
1752,8552e577fffffff,"POLYGON ((46.697379935265516 15.572484081739589, 46.676944088480134 15.487823849137754, 46.73862171329376 15.43462157668135, 46.8206678409816 15.465982948921516, 46.8411756813733 15.55053553501881, 46.77956557408796 15.603834377598824, 46.697379935265516 15.572484081739589))",0.0,108988.85848022338
1753,8552e57bfffffff,"POLYGON ((46.450583653071554 15.478101326892192, 46.43029773063687 15.393343063958064, 46.49224372826169 15.340207888891335, 46.574409348699874 15.371733934443055, 46.594768189186674 15.45638524293706, 46.532888664694994 15.509617444633747, 46.450583653071554 15.478101326892192))",0.0,85844.73587126267
1754,8552e583fffffff,"POLYGON ((46.6343840221759 16.24277101699402, 46.61385208945927 16.157648211090116, 46.67600457867745 16.103846101234765, 46.75862103577362 16.13507090835897, 46.779226150978396 16.220085379667747, 46.71714180364332 16.273983360203957, 46.6343840221759 16.24277101699402))",0.0,160226.602591342
1755,8552e587fffffff,"POLYGON ((46.779226150978396 16.220085379667747, 46.75862103577362 16.13507090835897, 46.820569083033355 16.081297860193743, 46.90305376338356 16.112443578227044, 46.923731403646286 16.19734940912259, 46.861852015207354 16.25121814303599, 46.779226150978396 16.220085379667747))",0.0,166056.09723540256
1756,8552e58bfffffff,"POLYGON ((46.53110452130927 16.126344017373974, 46.51065068633368 16.041225903534666, 46.572870775668385 15.987519956189901, 46.65547727647458 16.018835942910023, 46.67600457867745 16.103846101234765, 46.61385208945927 16.157648211090116, 46.53110452130927 16.126344017373974))",0.0,144131.6010026685
1757,8552e58ffffffff,"POLYGON ((46.67600457867745 16.103846101234765, 46.65547727647458 16.018835942910023, 46.71749344366849 15.965158874143157, 46.79996896941668 15.996395965918486, 46.820569083033355 16.081297860193743, 46.75862103577362 16.13507090835897, 46.67600457867745 16.103846101234765))",0.0,155316.16299142118
1758,8552e593fffffff,"POLYGON ((46.592631190290476 16.381932374082687, 46.57209472300637 16.296697635282268, 46.6343840221759 16.24277101699402, 46.71714180364332 16.273983360203957, 46.73775182669598 16.359109697718033, 46.67553069031916 16.413132075212324, 46.592631190290476 16.381932374082687))",0.0,164032.3367834554
1759,8552e597fffffff,"POLYGON ((46.73775182669598 16.359109697718033, 46.71714180364332 16.273983360203957, 46.779226150978396 16.220085379667747, 46.861852015207354 16.25121814303599, 46.88253493377474 16.336235770616582, 46.820519270069106 16.390229325542492, 46.73775182669598 16.359109697718033))",0.0,173805.06268314706
1760,8552e59bfffffff,"POLYGON ((46.48920569559248 16.265405411116777, 46.46874760398104 16.180174581994326, 46.53110452130927 16.126344017373974, 46.61385208945927 16.157648211090116, 46.6343840221759 16.24277101699402, 46.57209472300637 16.296697635282268, 46.48920569559248 16.265405411116777))",0.0,147215.79311332843
1761,8552e5a3fffffff,"POLYGON ((46.96479736437268 16.058700194181547, 46.94412509396045 15.9739068669602, 47.005733393154294 15.920289352364039, 47.087944999013956 15.951369536967077, 47.108688772847955 16.03605399963551, 47.04714961299309 16.089767121649945, 46.96479736437268 16.058700194181547))",0.0,141937.90083589198
1762,8552e5a7fffffff,"POLYGON ((47.108688772847955 16.03605399963551, 47.087944999013956 15.951369536967077, 47.14934937118851 15.897782688980698, 47.23142805346613 15.928784863333423, 47.25224267864092 16.013360169429696, 47.190907945424 16.067042436042257, 47.108688772847955 16.03605399963551))",0.0,125729.96193465764
1763,8552e5abfffffff,"POLYGON ((46.861781203409045 15.94274837622794, 46.84118618414291 15.857959761595607, 46.90286308952712 15.804438147202843, 46.98506658317501 15.83560922761263, 47.005733393154294 15.920289352364039, 46.94412509396045 15.9739068669602, 46.861781203409045 15.94274837622794))",0.0,151762.76782249872
1764,8552e5affffffff,"POLYGON ((47.005733393154294 15.920289352364039, 46.98506658317501 15.83560922761263, 47.04654006407537 15.782118092802179, 47.12861142106216 15.813211348839594, 47.14934937118851 15.897782688980698, 47.087944999013956 15.951369536967077, 47.005733393154294 15.920289352364039))",0.0,135630.9103831829
1765,8552e5b3fffffff,"POLYGON ((46.923731403646286 16.19734940912259, 46.90305376338356 16.112443578227044, 46.96479736437268 16.058700194181547, 47.04714961299309 16.089767121649945, 47.06789912212031 16.174564011847796, 47.006224690118074 16.228402894801384, 46.923731403646286 16.19734940912259))",0.0,149860.15656912728
1766,8552e5b7fffffff,"POLYGON ((47.06789912212031 16.174564011847796, 47.04714961299309 16.089767121649945, 47.108688772847955 16.03605399963551, 47.190907945424 16.067042436042257, 47.21172866850773 16.151730090765845, 47.1502591810503 16.205538522978923, 47.06789912212031 16.174564011847796))",0.0,133718.66767162248
