,h3_05,geometry,yeeap_number_of_sites,yeeap_distance_to_nearest_site_m
92,85520baffffffff,"POLYGON ((46.71643230871686 16.89412753899289, 46.69572921197282 16.80866995828706, 46.758156650150845 16.75430520661136, 46.841218063019625 16.785303100607518, 46.86199488886657 16.870651417738056, 46.79963675296108 16.925111084726584, 46.71643230871686 16.89412753899289))",0.0,96138.10640337956
93,85520bb3fffffff,"POLYGON ((46.63258270191774 17.174463126011826, 46.61187009107492 17.08879002334011, 46.67457452473681 17.0341806226798, 46.75792240268075 17.065149642444187, 46.7787095024067 17.150713379837125, 46.716074417093594 17.20541744337241, 46.63258270191774 17.174463126011826))",0.0,129077.30023152965
94,85520bb7fffffff,"POLYGON ((46.7787095024067 17.150713379837125, 46.75792240268075 17.065149642444187, 46.820418763370974 17.010567488021724, 46.90363252606769 17.041454575586577, 46.92449343963782 17.12690863319194, 46.86206695810505 17.18158526250723, 46.7787095024067 17.150713379837125))",0.0,119797.27479376996
95,85520bbbfffffff,"POLYGON ((46.52838878147051 17.05773874611292, 46.507755660140354 16.972064027315334, 46.57052888585241 16.917549603243728, 46.65386662218477 16.948614902973553, 46.67457452473681 17.0341806226798, 46.61187009107492 17.08879002334011, 46.52838878147051 17.05773874611292))",0.0,123559.17557453914
96,85520bc3fffffff,"POLYGON ((45.98352108987359 17.010678090558663, 45.96319671882873 16.924679022442884, 46.02665897760245 16.870183111890764, 46.110379205609966 16.9015904289931, 46.1307806695371 16.98748186271989, 46.067384994355876 17.042073599768116, 45.98352108987359 17.010678090558663))",0.0,111694.32515880399
97,85520bc7fffffff,"POLYGON ((46.1307806695371 16.98748186271989, 46.110379205609966 16.9015904289931, 46.17363457699103 16.847119462205136, 46.257224452481694 16.87844426563576, 46.27770233435787 16.964227727693668, 46.21451410429194 17.0187943428599, 46.1307806695371 16.98748186271989))",0.0,128180.03575456112
98,85520bcbfffffff,"POLYGON ((45.879346865795604 16.893188879568395, 45.859102846708126 16.807191686615415, 45.92263112420632 16.752791901668964, 46.00633758335418 16.78429317108092, 46.02665897760245 16.870183111890764, 45.96319671882873 16.924679022442884, 45.879346865795604 16.893188879568395))",0.0,101688.51877507371
99,85520bcffffffff,"POLYGON ((46.02665897760245 16.870183111890764, 46.00633758335418 16.78429317108092, 46.06965953402142 16.729918153721172, 46.15323648066535 16.761337113587985, 46.17363457699103 16.847119462205136, 46.110379205609966 16.9015904289931, 46.02665897760245 16.870183111890764))",0.0,118277.86762417424
100,85520bd3fffffff,"POLYGON ((45.940245261029055 17.151401721944445, 45.91991802114014 17.065294294346625, 45.98352108987359 17.010678090558663, 46.067384994355876 17.042073599768116, 46.087789720245475 17.128073354798026, 46.02425323820344 17.182785259418022, 45.940245261029055 17.151401721944445))",0.0,107417.00570980982
101,85520bd7fffffff,"POLYGON ((46.087789720245475 17.128073354798026, 46.067384994355876 17.042073599768116, 46.1307806695371 16.98748186271989, 46.21451410429194 17.0187943428599, 46.234995638396605 17.104686085056024, 46.17166711180175 17.159373345007698, 46.087789720245475 17.128073354798026))",0.0,123510.78172445783
102,85520bdbfffffff,"POLYGON ((45.835924380459 17.03381544033859, 45.81567777820991 16.947709080882312, 45.879346865795604 16.893188879568395, 45.96319671882873 16.924679022442884, 45.98352108987359 17.010678090558663, 45.91991802114014 17.065294294346625, 45.835924380459 17.03381544033859))",0.0,95207.58652664682
103,85520e67fffffff,"POLYGON ((45.10762502272848 17.550536803961233, 45.08769405351269 17.463681709681875, 45.152621063101236 17.40871947989764, 45.23741559682589 17.44051604166398, 45.257428275924894 17.527265218732012, 45.19256489665908 17.582323743886608, 45.10762502272848 17.550536803961233))",0.0,59806.10423506506
104,85520e6bfffffff,"POLYGON ((44.85259278860793 17.454811935528053, 44.832827090406205 17.367853080880064, 44.89802436585366 17.31296821643764, 44.98292509762765 17.344945448026532, 45.002773465396984 17.43179916307703, 44.937638616662035 17.48678078097208, 44.85259278860793 17.454811935528053))",0.0,48997.74218257005
105,85520e6ffffffff,"POLYGON ((45.002773465396984 17.43179916307703, 44.98292509762765 17.344945448026532, 45.04791514986964 17.29007981003605, 45.13269071189659 17.321971288920235, 45.152621063101236 17.40871947989764, 45.08769405351269 17.463681709681875, 45.002773465396984 17.43179916307703))",0.0,44315.75481042179
106,85521803fffffff,"POLYGON ((43.50739596921792 16.30283766252132, 43.48862998559427 16.215763028286727, 43.55482036940173 16.161827430572824, 43.639721668131045 16.194866760057238, 43.658574219613186 16.281841250621202, 43.592439083227696 16.335876562554937, 43.50739596921792 16.30283766252132))",0.0,9385.861056151945
107,85521807fffffff,"POLYGON ((43.658574219613186 16.281841250621202, 43.639721668131045 16.194866760057238, 43.705711556675496 16.14094754593936, 43.790498273785644 16.17390324852212, 43.80943672986966 16.260777172611007, 43.74350274294811 16.314795966546257, 43.658574219613186 16.281841250621202))",5.0,4255.109728039644
108,8552180bfffffff,"POLYGON ((43.40361499313263 16.18263981944672, 43.38493202675119 16.09558126968412, 43.45117706887471 16.041745624871687, 43.53605059711577 16.074868585101413, 43.55482036940173 16.161827430572824, 43.48862998559427 16.215763028286727, 43.40361499313263 16.18263981944672))",1.0,5803.639253483092
109,8552180ffffffff,"POLYGON ((43.55482036940173 16.161827430572824, 43.53605059711577 16.074868585101413, 43.602095800368446 16.02104919176166, 43.68685563924908 16.054088830067222, 43.705711556675496 16.14094754593936, 43.639721668131045 16.194866760057238, 43.55482036940173 16.161827430572824))",6.0,2405.092055413596
110,85521813fffffff,"POLYGON ((43.4598219598722 16.444078457425565, 43.44105990801406 16.35688881130167, 43.50739596921792 16.30283766252132, 43.592439083227696 16.335876562554937, 43.61128812802441 16.422966055035385, 43.54500724526455 16.47711680854696, 43.4598219598722 16.444078457425565))",0.0,11255.40421317042
111,85521817fffffff,"POLYGON ((43.61128812802441 16.422966055035385, 43.592439083227696 16.335876562554937, 43.658574219613186 16.281841250621202, 43.74350274294811 16.314795966546257, 43.76243811494045 16.40178487919749, 43.69635881578564 16.45591966193997, 43.61128812802441 16.422966055035385))",0.0,11827.055893074721
112,8552181bfffffff,"POLYGON ((43.35590309802459 16.323765471579346, 43.337224345483506 16.236591122376254, 43.40361499313263 16.18263981944672, 43.48862998559427 16.215763028286727, 43.50739596921792 16.30283766252132, 43.44105990801406 16.35688881130167, 43.35590309802459 16.323765471579346))",3.0,5134.055065647676
113,85521823fffffff,"POLYGON ((43.856287446717936 16.12000109263704, 43.83734604492751 16.033242925800295, 43.90299090015343 15.979458047317502, 43.987520727911324 16.012331791859364, 44.006546953340354 16.098988996083566, 43.94095870536833 16.15287342288544, 43.856287446717936 16.12000109263704))",3.0,6388.205489656898
114,85521827fffffff,"POLYGON ((44.006546953340354 16.098988996083566, 43.987520727911324 16.012331791859364, 44.05296509590066 15.958565169227795, 44.137378623865466 15.991356346047251, 44.15648901232135 16.07791217992688, 44.091101887728506 16.1317782106228, 44.006546953340354 16.098988996083566))",3.0,3532.8907167143066
115,8552182bfffffff,"POLYGON ((43.75270077653754 16.000286360085937, 43.733841632648655 15.913544182925177, 43.799542513323466 15.85985909350378, 43.88404668979613 15.892816397688573, 43.90299090015343 15.979458047317502, 43.83734604492751 16.033242925800295, 43.75270077653754 16.000286360085937))",3.0,1631.6010049934318
116,8552182ffffffff,"POLYGON ((43.90299090015343 15.979458047317502, 43.88404668979613 15.892816397688573, 43.949547721643526 15.839149426090056, 44.03393647730717 15.872024457378698, 44.05296509590066 15.958565169227795, 43.987520727911324 16.012331791859364, 43.90299090015343 15.979458047317502))",5.0,2843.072946762355
117,85521833fffffff,"POLYGON ((43.80943672986966 16.260777172611007, 43.790498273785644 16.17390324852212, 43.856287446717936 16.12000109263704, 43.94095870536833 16.15287342288544, 43.95998240282904 16.23964636357946, 43.894249778938374 16.293647962148857, 43.80943672986966 16.260777172611007))",0.0,9520.308996487858
118,85521837fffffff,"POLYGON ((43.95998240282904 16.23964636357946, 43.94095870536833 16.15287342288544, 44.006546953340354 16.098988996083566, 44.091101887728506 16.1317782106228, 44.11021016343557 16.218449756873575, 44.0446791051363 16.27243348653671, 43.95998240282904 16.23964636357946))",5.0,7551.132705379134
119,8552183bfffffff,"POLYGON ((43.705711556675496 16.14094754593936, 43.68685563924908 16.054088830067222, 43.75270077653754 16.000286360085937, 43.83734604492751 16.033242925800295, 43.856287446717936 16.12000109263704, 43.790498273785644 16.17390324852212, 43.705711556675496 16.14094754593936))",0.0,9464.436797317197
120,85521843fffffff,"POLYGON ((43.14840283885852 16.082935617577213, 43.12989054362506 15.995795549621548, 43.19638859115191 15.94204464279333, 43.281345706573696 15.975333500464387, 43.29994570127605 16.06237474033832, 43.23350105844009 16.116225961034697, 43.14840283885852 16.082935617577213))",4.0,421.77191210581896
121,85521847fffffff,"POLYGON ((43.29994570127605 16.06237474033832, 43.281345706573696 15.975333500464387, 43.34764481863221 15.92159804249503, 43.43249003283749 15.954803646735932, 43.45117706887471 16.041745624871687, 43.38493202675119 16.09558126968412, 43.29994570127605 16.06237474033832))",11.0,5832.451629822514
122,8552184bfffffff,"POLYGON ((43.0448224342458 15.962423198806837, 43.026393293749855 15.875302113354403, 43.09294415625602 15.821651747272684, 43.17787152094202 15.855021937306898, 43.19638859115191 15.94204464279333, 43.12989054362506 15.995795549621548, 43.0448224342458 15.962423198806837))",0.0,10956.25892452694
123,8552184ffffffff,"POLYGON ((43.19638859115191 15.94204464279333, 43.17787152094202 15.855021937306898, 43.24422411530139 15.801386895372662, 43.32904047427174 15.834674153068205, 43.34764481863221 15.92159804249503, 43.281345706573696 15.975333500464387, 43.19638859115191 15.94204464279333))",0.0,9406.011326263988
124,85521853fffffff,"POLYGON ((43.1002662172525 16.224058393780584, 43.081758844602334 16.13680173490942, 43.14840283885852 16.082935617577213, 43.23350105844009 16.116225961034697, 43.252096558229255 16.20338378389592, 43.185505889302014 16.25735010996072, 43.1002662172525 16.224058393780584))",0.0,10476.536870857924
125,85521857fffffff,"POLYGON ((43.252096558229255 16.20338378389592, 43.23350105844009 16.116225961034697, 43.29994570127605 16.06237474033832, 43.38493202675119 16.09558126968412, 43.40361499313263 16.18263981944672, 43.337224345483506 16.236591122376254, 43.252096558229255 16.20338378389592))",1.0,5881.5133875459205
126,8552185bfffffff,"POLYGON ((42.99654964504693 16.103427334596592, 42.97812570723174 16.016188878097605, 43.0448224342458 15.962423198806837, 43.12989054362506 15.995795549621548, 43.14840283885852 16.082935617577213, 43.081758844602334 16.13680173490942, 42.99654964504693 16.103427334596592))",3.0,5408.902374049729
127,85521863fffffff,"POLYGON ((43.49858996457131 15.901084310402897, 43.47989900178698 15.814259667272747, 43.545854316355964 15.7606572798512, 43.63044597347797 15.793779385126538, 43.64922289886023 15.880504357567974, 43.583322381250404 15.934206903149892, 43.49858996457131 15.901084310402897))",1.0,6404.337816764834
128,85521867fffffff,"POLYGON ((43.64922289886023 15.880504357567974, 43.63044597347797 15.793779385126538, 43.69620229843262 15.740194320782509, 43.78068028120507 15.773234210310193, 43.799542513323466 15.85985909350378, 43.733841632648655 15.913544182925177, 43.64922289886023 15.880504357567974))",2.0,7307.035419289527
129,8552186bfffffff,"POLYGON ((43.39519454896925 15.78105510522818, 43.37658599892707 15.694249324871302, 43.44259552778759 15.640747324626796, 43.5271595684678 15.673950726290396, 43.545854316355964 15.7606572798512, 43.47989900178698 15.814259667272747, 43.39519454896925 15.78105510522818))",8.0,1667.8801122928478
130,8552186ffffffff,"POLYGON ((43.545854316355964 15.7606572798512, 43.5271595684678 15.673950726290396, 43.59297075719106 15.620465918303127, 43.677422006102034 15.653587415029309, 43.69620229843262 15.740194320782509, 43.63044597347797 15.793779385126538, 43.545854316355964 15.7606572798512))",17.0,974.7081049426049
131,85521873fffffff,"POLYGON ((43.45117706887471 16.041745624871687, 43.43249003283749 15.954803646735932, 43.49858996457131 15.901084310402897, 43.583322381250404 15.934206903149892, 43.602095800368446 16.02104919176166, 43.53605059711577 16.074868585101413, 43.45117706887471 16.041745624871687))",16.0,1966.0295108716448
132,85521877fffffff,"POLYGON ((43.602095800368446 16.02104919176166, 43.583322381250404 15.934206903149892, 43.64922289886023 15.880504357567974, 43.733841632648655 15.913544182925177, 43.75270077653754 16.000286360085937, 43.68685563924908 16.054088830067222, 43.602095800368446 16.02104919176166))",1.0,7285.0817479896195
133,8552187bfffffff,"POLYGON ((43.34764481863221 15.92159804249503, 43.32904047427174 15.834674153068205, 43.39519454896925 15.78105510522818, 43.47989900178698 15.814259667272747, 43.49858996457131 15.901084310402897, 43.43249003283749 15.954803646735932, 43.34764481863221 15.92159804249503))",10.0,713.911671352109
134,85521883fffffff,"POLYGON ((43.51626711585502 16.705903193348945, 43.49742551174313 16.618586050337438, 43.56385264136472 16.564320521421894, 43.649065852445965 16.597272898135493, 43.66799463606405 16.684489446951808, 43.601623209837165 16.738854219921897, 43.51626711585502 16.705903193348945))",0.0,20734.367386817292
135,85521887fffffff,"POLYGON ((43.66799463606405 16.684489446951808, 43.649065852445965 16.597272898135493, 43.71529096404496 16.543022785738703, 43.80038867541609 16.575890119266873, 43.819403967777525 16.663005646863326, 43.75323522075192 16.717354867584234, 43.66799463606405 16.684489446951808))",0.0,14850.590978967084
136,8552188bfffffff,"POLYGON ((43.41209769820081 16.585548366392917, 43.3933397224951 16.498244494021385, 43.4598219598722 16.444078457425565, 43.54500724526455 16.47711680854696, 43.56385264136472 16.564320521421894, 43.49742551174313 16.618586050337438, 43.41209769820081 16.585548366392917))",0.0,13544.434853416959
137,8552188ffffffff,"POLYGON ((43.56385264136472 16.564320521421894, 43.54500724526455 16.47711680854696, 43.61128812802441 16.422966055035385, 43.69635881578564 16.45591966193997, 43.71529096404496 16.543022785738703, 43.649065852445965 16.597272898135493, 43.56385264136472 16.564320521421894))",0.0,19592.473742429996
138,85521893fffffff,"POLYGON ((43.46853090446514 16.84771259570743, 43.44969323692466 16.760282821541203, 43.51626711585502 16.705903193348945, 43.601623209837165 16.738854219921897, 43.62054848662824 16.826183398922268, 43.55403024161116 16.880662153439882, 43.46853090446514 16.84771259570743))",1.0,8221.744020102993
139,85521897fffffff,"POLYGON ((43.62054848662824 16.826183398922268, 43.601623209837165 16.738854219921897, 43.66799463606405 16.684489446951808, 43.75323522075192 16.717354867584234, 43.77224743350561 16.80458302100096, 43.70593230702379 16.859046785049113, 43.62054848662824 16.826183398922268))",2.0,6794.95386544307
140,8552189bfffffff,"POLYGON ((43.364222537805055 16.72724592181301, 43.34546878393307 16.639828617592098, 43.41209769820081 16.585548366392917, 43.49742551174313 16.618586050337438, 43.51626711585502 16.705903193348945, 43.44969323692466 16.760282821541203, 43.364222537805055 16.72724592181301))",1.0,7671.602658694603
